OrganizationNumber,OrganizationName,boro_name,Fax,Phone,URL,latitude,longitude,Census Tract,Address1,City,Postcode,focus1,focus2,focus3,focus4,focus5,focus6,focus7,focus8,focus9,focus10,focus11,focus12,focus13,focus14,fofcus15,focus16,focus17,focus18,focus19,focus20,focus21,focus22,focus23
1263,League of Women Voters of the City of New York Education Fund,QUEENS,2127253443,2127253541,http://www.lwvnyc.org,40.70932,-74.010392,1502,150 Broadway,New York,10038,Education,,,,,,,,,,,,,,,,,,,,,,
1408,American Menopause Foundation,STATENIS,2127141252,2127142398,http://www.americanmenopause.org,,,,866 UN Plaza - Suite 508,New York,10017,Education,,,,,,,,,,,,,,,,,,,,,,
1433,Girls Quest,STATENIS,2125327061,2125327050,http://www.girlsquest.org,40.747876,-73.991064,95,150 West 30th Street,New York,10001,Education,,,,,,,,,,,,,,,,,,,,,,
1463,League of Women Voters of the City of New York Education Fund,STATENIS,2127253443,2127253541,http://www.lwvnyc.org,40.70932,-74.010392,1502,150 Broadway,New York,10038,Education,,,,,,,,,,,,,,,,,,,,,,
1579,Carroll Gardens Neighborhood Women,BROOKLYN,7186243475,7186243475,,,,,294 Smith St.,Brooklyn,,Education,,,,,,,,,,,,,,,,,,,,,,
1580,Bergen Basin Community Development Corp.,BROOKLYN,,7184440101,,40.618831,-73.899992,706,2303 Bergen Avenue,Brooklyn,11234,Education,,,,,,,,,,,,,,,,,,,,,,
1614,"Associated Beth Rivkah Schools, Inc",BROOKLYN,,7185992386,http://www.bethrivkah.edu/,40.666214,-73.9496,319,310 Crown Street,Brooklyn,11225,Education,,,,,,,,,,,,,,,,,,,,,,
1642,Be'er Hagolah Institutes,BROOKLYN,,7186426800,,40.645638,-73.883643,105804,671 Louisiana Avenue,Brooklyn,11239,Education,,,,,,,,,,,,,,,,,,,,,,
1651,School Settlement Associaton,BROOKLYN,,7183891810,,40.71645,-73.946734,501,120 Jackson Street,Brooklyn,11211,Education,,,,,,,,,,,,,,,,,,,,,,
1665,"St. Mary's Community Services, Inc.",BROOKLYN,,,,40.692769,-73.960824,193,230 Classon Avenue,Brooklyn,11205,Education,,,,,,,,,,,,,,,,,,,,,,
1683,New Life Child Development Corporation,BROOKLYN,,7188213432,,40.696412,-73.912941,435,295 Woodbine Street,Brooklyn,11237,Education,,,,,,,,,,,,,,,,,,,,,,
1692,Kingsborough Community College Women's Center,BROOKLYN,7183684516,7183684700,http://www.kingsborough.edu/sub-other/sub-student_current/womens_resource_center.html,,,,2001 Oriental Blvd.,Brooklyn,,Education,,,,,,,,,,,,,,,,,,,,,,
1699,"The East New York Learning Center, Inc",BROOKLYN,,7183454775,,40.678793,-73.920384,301,1958 Fulton Street,Brooklyn,11233,Education,,,,,,,,,,,,,,,,,,,,,,
1719,Long Island University: Brooklyn Campus,BROOKLYN,,5162993834,http://www.brooklyn.liu.edu/,,,,700 Northern Boulevard,Greenvale,11548,Education,,,,,,,,,,,,,,,,,,,,,,
1756,American Menopause Foundation,BROOKLYN,2127141252,2127142398,http://www.americanmenopause.org,,,,866 UN Plaza - Suite 508,New York,10017,Education,,,,,,,,,,,,,,,,,,,,,,
1791,Girls Quest,BROOKLYN,2125327061,2125327050,http://www.girlsquest.org,40.747876,-73.991064,95,150 West 30th Street,New York,10001,Education,,,,,,,,,,,,,,,,,,,,,,
1824,League of Women Voters of the City of New York Education Fund,BROOKLYN,2127253443,2127253541,http://www.lwvnyc.org,40.70932,-74.010392,1502,150 Broadway,New York,10038,Education,,,,,,,,,,,,,,,,,,,,,,
987,Jewish Community Council of the Rockaway Peninsula,QUEENS,7183274903,7183277755,http://www.jccrp.org,,,,,Far Rockaway,11691,Employment & Job Training,Health,Immigration,,,,,,,,,,,,,,,,,,,,
550,Employment Program for Recovered Alcoholics,MANHATTAN,,2129471471,http://www.eprany.org/,,,,"261 West 35th Street, 9th Floor",New York,,Employment & Job Training,Health,,,,,,,,,,,,,,,,,,,,,
1080,Queens Jewish Community Council (QJCC),QUEENS,7185448011,7185449033,http://www.qjcc.org,40.713909,-73.832351,76902,119-45 Union Turnpike,Forest Hills,11375,Employment & Job Training,Health,,,,,,,,,,,,,,,,,,,,,
362,"The Nourishing Kitchen of New York City, Inc.",MANHATTAN,,6462591332,http://eatwellnyc.org,40.794482,-73.933583,178,281 Pleasant Avenue,New York,10029,Employment & Job Training,Homelessness,,,,,,,,,,,,,,,,,,,,,
1038,East River Development Alliance,QUEENS,7187291288,7187840877,http://www.erdalliance.org,40.755973,-73.942645,85,12-11 40th Ave,Long Island City,11101,Employment & Job Training,Housing,Youth Services,,,,,,,,,,,,,,,,,,,,
72,International Rescue Committee (NYCREP/IRC),BRONX,2125513154,2125513150,http://www.theirc.org,40.751601,-73.97645,80,"122 East 42nd Street, SUite 1100",New York,10168,Employment & Job Training,Immigration,,,,,,,,,,,,,,,,,,,,,
380,"100 Hispanic Women, Inc.",MANHATTAN,2123758779,2122391430,http://www.100hispanicwomen.org,40.707657,-74.007758,1502,"75 Maiden Lane, Room 606",New York,10038,Employment & Job Training,Immigration,,,,,,,,,,,,,,,,,,,,,
781,International Rescue Committee (NYCREP/IRC),MANHATTAN,2125513154,2125513150,http://www.theirc.org,40.751601,-73.97645,80,"122 East 42nd Street, SUite 1100",New York,10168,Employment & Job Training,Immigration,,,,,,,,,,,,,,,,,,,,,
1019,Asian-Indian Women in America,QUEENS,7185916511,7185916511,,40.719087,-73.811999,77905,"150-38 Union Turnpike, #11J",Flushing,11367,Employment & Job Training,Immigration,,,,,,,,,,,,,,,,,,,,,
532,National Employment Law Project,MANHATTAN,,2122853025,http://www.nelp.org,40.708988,-74.007654,1502,"55 John Street, 7th Floor",New York,10038,Employment & Job Training,Legal Services,,,,,,,,,,,,,,,,,,,,,
733,Seedco,MANHATTAN,,2124730255,http://www.seedco.org,40.739644,-73.989654,52,"915 Broadway, 17th Fl",New York,10010,Employment & Job Training,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,
320,Families and Work Institute,MANHATTAN,2124658637,2124652044,,,,,"267 Fifth Avenue, 2nd Fl.",New York,,Employment & Job Training,Youth Services,,,,,,,,,,,,,,,,,,,,,
223,NYC Information Technology Jobs Center,BRONX,,2126399675,http://www.nyc.gov/html/recruit/home.html,,,,,New York,,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
922,NYC Information Technology Jobs Center,MANHATTAN,,2126399675,http://www.nyc.gov/html/recruit/home.html,,,,,New York,,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1327,NYC Information Technology Jobs Center,QUEENS,,2126399675,http://www.nyc.gov/html/recruit/home.html,,,,,New York,,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1523,NYC Information Technology Jobs Center,STATENIS,,2126399675,http://www.nyc.gov/html/recruit/home.html,,,,,New York,,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1890,NYC Information Technology Jobs Center,BROOKLYN,,2126399675,http://www.nyc.gov/html/recruit/home.html,,,,,New York,,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
4,"Aging In America, Inc.",BRONX,,,,40.857026,-73.843125,296,1500 Pelham Parkway South,Bronx,10461,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
29,Mercy Center,BRONX,7184021594,7189932789,http://www.mercycenterbronx.org,40.81384,-73.920403,43,377 East 145th Street,Bronx,10454,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
222,Nontraditional Employment for Women,BRONX,6464862293,2126276252,http://www.new-nyc.org/,40.742774,-73.998282,87,243 West 20 Street,New York,10011,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
378,America Works,MANHATTAN,2125995174,2125995627,http://www.americaworks.com,40.752355,-73.972266,90,228 East 45th Street,New York,10017,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
409,"Federation Employment and Guidance Service, Inc.",MANHATTAN,,2123668401,,40.72631,-74.00749,37,"315 Hudson Street, 7th Fl.",New York,10013,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
467,Center for Employment Opportunities,MANHATTAN,,2124224430,,40.706089,-74.01306,9,"34 Broadway, 15 Fl",New York,10004,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
512,"East Harlem Employment Services, Inc.",MANHATTAN,2129879132,2129872727,http://www.workplacesolutions.org/about/strive.cfm,40.801647,-73.935017,194,"240 East 123rd Street, 3rd FL",New York,10035,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
629,Women for Hire,MANHATTAN,,2122902600,http://www.womenforhire.com,40.754296,-73.991944,111,545 8th Ave,New York,10018,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
646,Service Corps of Retired Executives. New York Chapter.,MANHATTAN,,2122644507,http://www.scorenyc.org/,,,,"26 Federal Plaza, RM 3100",New York,,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
921,Nontraditional Employment for Women,MANHATTAN,6464862293,2126276252,http://www.new-nyc.org/,40.742774,-73.998282,87,243 West 20 Street,New York,10011,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1056,Queensboro Council for Social Welfare,QUEENS,,7184648811,,40.71974,-73.73296,568,"221-10 Jamaica Avenue, Suite 107",Queens Village,11428,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1326,Nontraditional Employment for Women,QUEENS,6464862293,2126276252,http://www.new-nyc.org/,40.742774,-73.998282,87,243 West 20 Street,New York,10011,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1522,Nontraditional Employment for Women,STATENIS,6464862293,2126276252,http://www.new-nyc.org/,40.742774,-73.998282,87,243 West 20 Street,New York,10011,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1600,Fresh Start Training Program,BROOKLYN,7183773151,7183389200,,40.619341,-73.955197,538,1756 Ocean Avenue,Brooklyn,11230,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1889,Nontraditional Employment for Women,BROOKLYN,6464862293,2126276252,http://www.new-nyc.org/,40.742774,-73.998282,87,243 West 20 Street,New York,10011,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,,
1698,North Brooklyn Development Corporation,BROOKLYN,,7183899044,http://www.nebhdco.org/,40.73292,-73.955821,563,148-150 Huron Street,Brooklyn,11222,Health,Housing,Youth Services,,,,,,,,,,,,,,,,,,,,
1133,South Asian Marrow Association of Recruiters,QUEENS,,7185920821,http://www.samarinfo.org/,,,,55-13 96th Street,Rego Park,,Health,Immigration,,,,,,,,,,,,,,,,,,,,,
1,"Bronx Community Pride Center, Inc.",BRONX,,7182924368,http://bronxpride.org/,40.815377,-73.916026,43,"448 East 149th Street, 3rd Fl.",Bronx,10455,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
75,"Hispanic AIDS Forum, Inc.",BRONX,2128686237,2125634500,http://www.hafnyc.org,40.751946,-73.990796,109,"213 West 35th Street, 12 Fl",NY,10001,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
396,Callen Lorde Community Health Center,MANHATTAN,2122718111,2122717200,http://www.callen-lorde.org/,40.742905,-74.00227,83,356 West 18th Street,New York,10011,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
783,"Hispanic AIDS Forum, Inc.",MANHATTAN,2128686237,2125634500,http://www.hafnyc.org,40.751946,-73.990796,109,"213 West 35th Street, 12 Fl",NY,10001,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
1196,"Hispanic AIDS Forum, Inc.",QUEENS,2128686237,2125634500,http://www.hafnyc.org,40.751946,-73.990796,109,"213 West 35th Street, 12 Fl",NY,10001,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,,
1141,QHC-Diabetes Center,QUEENS,7188836310,7188833172,http://nyc.gov,40.71725,-73.803433,1267,82-68 164th Street,Jamaica,11432,Health,None of the above,,,,,,,,,,,,,,,,,,,,,
566,"New York Counties Registered Nurses Association, Inc.",MANHATTAN,,2126737110,,,,,"200 Park Ave. South, Suite 511",New York,,Health,Professional Association,,,,,,,,,,,,,,,,,,,,,
583,"Women in Health Management, Inc.",MANHATTAN,2124813071,2125451885,http://www.whmny.org,,,,"234 Fifth Ave., Suite 403",New York,,Health,Professional Association,,,,,,,,,,,,,,,,,,,,,
700,National League for Nursing,MANHATTAN,2128120391,2123635555,http://www.nln.org/,,,,"61 Broadway, 33rd Fl.",New York,,Health,Professional Association,,,,,,,,,,,,,,,,,,,,,
286,Samaritan Village - Veterans Program,MANHATTAN,,7186576195,http://www.samvill.org/index2.htm,,,,327 West 43rd Street,New York,,Health,Veterans & Military Families,,,,,,,,,,,,,,,,,,,,,
465,Ronald McDonald House,MANHATTAN,2124720376,2126390100,http://www.rmhc.org,40.768324,-73.955093,124,405 East 73rd Street,New York,10021,Health,Youth Services,,,,,,,,,,,,,,,,,,,,,
726,National Council on Women's Health,MANHATTAN,2127468691,2127466967,http://www.ncwh.org,40.765008,-73.955078,116,1300 York Avenue,New York,10021,Health,Youth Services,,,,,,,,,,,,,,,,,,,,,
204,NYC Health and Hospitals Corporation,BRONX,,2126399675,http://www.nyc.gov/html/hhc/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
221,Office of Citywide Health Insurance Access,BRONX,,2126399675,http://www.nyc.gov/html/hia/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
239,NYC Office of the Chief Medical Examiner,BRONX,,2126399675,http://www.nyc.gov/html/ocme/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
250,NYC Department of Health and Mental Hygiene,BRONX,,2126399675,http://www.nyc.gov/html/doh/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
903,NYC Health and Hospitals Corporation,MANHATTAN,,2126399675,http://www.nyc.gov/html/hhc/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
920,Office of Citywide Health Insurance Access,MANHATTAN,,2126399675,http://www.nyc.gov/html/hia/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
937,NYC Office of the Chief Medical Examiner,MANHATTAN,,2126399675,http://www.nyc.gov/html/ocme/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
948,NYC Department of Health and Mental Hygiene,MANHATTAN,,2126399675,http://www.nyc.gov/html/doh/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1101,Hamilton-Madison House Sunrise Clubhouse,QUEENS,,7187799500,http://hmhonline.org,40.747259,-73.887439,267,"78-14 Roosevelt Avenue, 2nd Floor",Jackson Heights,11372,Health,,,,,,,,,,,,,,,,,,,,,,
1308,NYC Health and Hospitals Corporation,QUEENS,,2126399675,http://www.nyc.gov/html/hhc/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1325,Office of Citywide Health Insurance Access,QUEENS,,2126399675,http://www.nyc.gov/html/hia/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1342,NYC Office of the Chief Medical Examiner,QUEENS,,2126399675,http://www.nyc.gov/html/ocme/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1353,NYC Department of Health and Mental Hygiene,QUEENS,,2126399675,http://www.nyc.gov/html/doh/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1504,NYC Health and Hospitals Corporation,STATENIS,,2126399675,http://www.nyc.gov/html/hhc/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1521,Office of Citywide Health Insurance Access,STATENIS,,2126399675,http://www.nyc.gov/html/hia/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1538,NYC Office of the Chief Medical Examiner,STATENIS,,2126399675,http://www.nyc.gov/html/ocme/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1549,NYC Department of Health and Mental Hygiene,STATENIS,,2126399675,http://www.nyc.gov/html/doh/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1871,NYC Health and Hospitals Corporation,BROOKLYN,,2126399675,http://www.nyc.gov/html/hhc/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1888,Office of Citywide Health Insurance Access,BROOKLYN,,2126399675,http://www.nyc.gov/html/hia/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1906,NYC Office of the Chief Medical Examiner,BROOKLYN,,2126399675,http://www.nyc.gov/html/ocme/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
1917,NYC Department of Health and Mental Hygiene,BROOKLYN,,2126399675,http://www.nyc.gov/html/doh/html/home/home.shtml,,,,,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
6,Bronx Health Link,BRONX,,7185902648,http://www.bronxhealthlink.org,40.825999,-73.923131,63,851 Grand Concourse Ste. 903,Bronx,10451,Health,,,,,,,,,,,,,,,,,,,,,,
23,Beth Abraham Health Services,BRONX,,7185195870,http://www.bethabe.org/index1.html,40.865365,-73.87,33202,612 Allerton Avenue,Bronx,10467,Health,,,,,,,,,,,,,,,,,,,,,,
87,Spina Bifida Association of Nassau County,BRONX,,6318219028,http://www.sbancny.org/home2.htm,,,,12 Hampton Road,Sound Beach,,Health,,,,,,,,,,,,,,,,,,,,,,
138,Corporate Angel Network,BRONX,,9143281313,http://www.corpangelnetwork.org,,,,"Westchester County Airport, One Loop Road",White Plains,,Health,,,,,,,,,,,,,,,,,,,,,,
194,Planned Parenthood of New York City,BRONX,2122747276,2129657000,http://www.ppnyc.org,40.725564,-73.993488,5502,26 Bleecker Street,New York,10012,Health,,,,,,,,,,,,,,,,,,,,,,
195,Reproductive Health Access Project,BRONX,3145843260,9175863260,http://www.reproductiveaccess.org,,,,PO Box 21191,New York,10025,Health,,,,,,,,,,,,,,,,,,,,,,
198,Project Inform,BRONX,4155580684,8008227422,http://www.projectinform.org,,,,"205 13th Street, Suite 2001",San Francisco,,Health,,,,,,,,,,,,,,,,,,,,,,
224,American-Italian Cancer Foundation's Mobile Mammography Program,BRONX,,2126289090,http://www.americanitaliancancer.org,40.770141,-73.96367,128,"112 E. 71st Street, Suite 2B",New York,10021,Health,,,,,,,,,,,,,,,,,,,,,,
235,USIF World Foundation for Medical Studies in Female Health,BRONX,5169448663,5169443192,http://www.wffh.org,,,,405 Main Street,Port Washington,11050,Health,,,,,,,,,,,,,,,,,,,,,,
259,APICHA - Asian & Pacific Islander Coalition on HIV/AIDS,BRONX,2123347956,2123347940,http://www.apicha.org,40.718702,-74.002464,31,400 Broadway,New York,10013,Health,,,,,,,,,,,,,,,,,,,,,,
264,Community Healthcare Network,BRONX,,2125452400,http://www.chnnyc.org,40.744096,-73.985619,74,79 Madison Ave,New York,10016,Health,,,,,,,,,,,,,,,,,,,,,,
284,"Hemophilia Association of New York, Inc.",MANHATTAN,2129831114,2126825510,http://www.hemophilia-newyork.org,,,,"104 East 40th Street, Suite 506",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
305,Global Alliance for Women's Health,MANHATTAN,2122869561,2122860424,http://www.gawh.org,,,,"777 United Nations Plaza, 7th Fl.",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
307,Institute for Human Identity,MANHATTAN,2122433175,2122432830,http://www.ihi-therapycenter.org,,,,160 West 24 St.,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
312,North General Hospital,MANHATTAN,,2124234796,http://www.northgeneral.org/index.html,,,,1879 Madison Ave.,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
316,New York AIDS Coalition,MANHATTAN,2126298403,2126293075,http://www.nyaidscoalition.org,,,,"231 West 29 Street, #1002",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
324,Asthma/Emphysema Self-Help Group,MANHATTAN,,2127770486,,,,,"172 East 4th Street, Suite 11th Floor",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
325,National Multiple Sclerosis Society,MANHATTAN,,2124637787,http://www.nationalmssociety.org/NYN,,,,"733 Third Avenue, 3rd Floor",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
335,Betances Health Center,MANHATTAN,2122278842,2122278401,http://www.betances.org,,,,280 Henry Street,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
336,New York Presbyterian Hospital,MANHATTAN,,2123268540,,40.764311,-73.971204,11401,"16 East 60th St., Suite 321",New York,10022,Health,,,,,,,,,,,,,,,,,,,,,,
338,AIDS Treatment Data Network,MANHATTAN,2122608869,2122608868,http://www.atdn.org,40.725699,-73.996558,5501,"611 Broadway, Suite 613",New York,10012,Health,,,,,,,,,,,,,,,,,,,,,,
369,Amyotrophic Lateral Sclerosis Association - Greater New York Chapter,MANHATTAN,2126197409,8006728857,http://www.als-ny.org,40.707605,-74.00572,1502,"116 John Street, Suite 1304",New York,10038,Health,,,,,,,,,,,,,,,,,,,,,,
371,Cabrini Center for Nursing and Rehabilitation,MANHATTAN,,2123586385,http://www.cabrini-eldercare.org/contact.htm,,,,117 Broadway,Dobbs Ferry,10522,Health,,,,,,,,,,,,,,,,,,,,,,
393,Cammy Lee Leukemia Foundation,MANHATTAN,2122902768,2122902757,http://www.cllf.org/,,,,"16 West 32nd Street, Suite 10D",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
423,Reproductive Freedom Project,MANHATTAN,,2125492633,,,,,125 Broad St. 17th Fl.,New York,,Health,,,,,,,,,,,,,,,,,,,,,,
429,National AIDS Treatment Advocacy Project (NATAP),MANHATTAN,,2122190106,http://www.natap.org,40.724658,-73.997413,43,"580 Broadway, Suite 1010",New York,10012,Health,,,,,,,,,,,,,,,,,,,,,,
430,Physicians for Reproductive Choice and Health (PRCH),MANHATTAN,,6463661890,http://prhc.org,40.752313,-73.983993,84,"55 West 39th Street, Suite 1001",New York,10018,Health,,,,,,,,,,,,,,,,,,,,,,
442,Human Ecology Action League (HEAL),MANHATTAN,,2125175937,http://www.healnatl.org/,,,,"860 5th Avenue, Suite 3M",New York,,Health,,,,,,,,,,,,,,,,,,,,,,
456,EngenderHealth,MANHATTAN,,2125618000,http://www.engenderhealth.org,40.753717,-73.996051,111,440 Ninth Avenue,New York,10001,Health,,,,,,,,,,,,,,,,,,,,,,
462,National Hemophilia Foundation,MANHATTAN,2123283799,8004242634,http://www.hemophilia.org/resources/handi.htm,40.74882,-73.989472,101,"116 West 32nd Street, 11th Floor",New York,10001,Health,,,,,,,,,,,,,,,,,,,,,,
480,National Eating Disorders Association,MANHATTAN,,,,40.758116,-73.983948,125,165 W 46th St # 1108,New York,10036,Health,,,,,,,,,,,,,,,,,,,,,,
481,Huntington's Disease Society of America,MANHATTAN,2122393430,2122421968,http://www.hdsa.org/,40.753047,-73.99285,111,"505 Eighth Avenue, Suite 902",New York,10018,Health,,,,,,,,,,,,,,,,,,,,,,
483,Children and Adults with Attention-Deficit/Hyperactivity Disorder,MANHATTAN,,2127210007,http://www.chadd.org,,,,P.O. Box 133,New York,10024,Health,,,,,,,,,,,,,,,,,,,,,,
500,Breast Examination Center of Harlem,MANHATTAN,2128641469,2125318030,http://www.mskcc.org/mskcc/html/8506.cfm,40.764199,-73.955695,116,1275 York Ave,New York,10021,Health,,,,,,,,,,,,,,,,,,,,,,
506,FACES NY,MANHATTAN,,2122839180,http://facesny.org,,,,"317 Lenox, 10th Floor",New York,10027,Health,,,,,,,,,,,,,,,,,,,,,,
510,American Lung Association of City of New York,MANHATTAN,2128893375,2128893370,http://www.alany.org,40.707605,-74.00572,1502,"116 John Street, 30th Floor",New York,10038,Health,,,,,,,,,,,,,,,,,,,,,,
523,Susan G. Komen Breast Cancer Foundation,MANHATTAN,,,,40.755237,-73.992864,115,"341 West 38th St., 10th Fl.",New York,10018,Health,,,,,,,,,,,,,,,,,,,,,,
530,American Foundation for AIDS Research (amfAR),MANHATTAN,2128061601,2128061600,http://www.amfar.org,40.70438,-74.006427,7,"120 Wall Street, 13th Floor",New York,10005,Health,,,,,,,,,,,,,,,,,,,,,,
535,Healthcare-NOW,MANHATTAN,,,,40.726055,-73.994545,5502,339 Lafayette Street,New York,10012,Health,,,,,,,,,,,,,,,,,,,,,,
549,Children's Hope Foundation,MANHATTAN,2122335132,2122335133,http://www.childrenshope.org,40.70627,-74.012909,9,42 Broadway,New York,10004,Health,,,,,,,,,,,,,,,,,,,,,,
568,Planned Parenthood Federation of America,MANHATTAN,,2125417800,http://www.plannedparenthood.org/,40.753212,-73.997979,103,434 West 33rd St,New York,10001,Health,,,,,,,,,,,,,,,,,,,,,,
593,Breast Examination Center of Harlem,MANHATTAN,2127491375,2125318000,http://www.mskcc.org/mskcc/html/8506.cfm,40.808644,-73.947524,222,163 West 125th Street,New York,10027,Health,,,,,,,,,,,,,,,,,,,,,,
604,International Women's Health Coalition,MANHATTAN,2129799009,2129798500,http://www.iwhc.org,40.747629,-73.99306,95,"333 Seventh Avenue, 6th floor",New York,10001,Health,,,,,,,,,,,,,,,,,,,,,,
722,Lower Eastside Service Center/Outreach Program,MANHATTAN,2127325224,2125665372,http://www.lesc.org/,40.707116,-74.007329,7,80 Maiden Lane (2nd floor),New York,10038,Health,,,,,,,,,,,,,,,,,,,,,,
739,Arthritis Foundation,MANHATTAN,2128785960,2129848700,http://www.arthritis.org/chapters/new-york/,40.751601,-73.97645,80,"122 East 42nd Street, 18th Floor",New York,10168,Health,,,,,,,,,,,,,,,,,,,,,,
749,Juvenile Diabetes Foundation International: New York Chapter,MANHATTAN,,2126892860,http://www.jdrf.org/nyc,40.744257,-73.98341,74,"432 Park Avenue South, 15th Floor",New York,10016,Health,,,,,,,,,,,,,,,,,,,,,,
753,Reach to Recovery / American Cancer Society--Manhattan Division,MANHATTAN,2122373855,2125868700,,40.748957,-73.989797,101,132 W 32nd Street.,New York,10001,Health,,,,,,,,,,,,,,,,,,,,,,
789,Spina Bifida Association of Nassau County,MANHATTAN,,6318219028,http://www.sbancny.org/home2.htm,,,,12 Hampton Road,Sound Beach,,Health,,,,,,,,,,,,,,,,,,,,,,
837,Corporate Angel Network,MANHATTAN,,9143281313,http://www.corpangelnetwork.org,,,,"Westchester County Airport, One Loop Road",White Plains,,Health,,,,,,,,,,,,,,,,,,,,,,
893,Planned Parenthood of New York City,MANHATTAN,2122747276,2129657000,http://www.ppnyc.org,40.725564,-73.993488,5502,26 Bleecker Street,New York,10012,Health,,,,,,,,,,,,,,,,,,,,,,
894,Reproductive Health Access Project,MANHATTAN,3145843260,9175863260,http://www.reproductiveaccess.org,,,,PO Box 21191,New York,10025,Health,,,,,,,,,,,,,,,,,,,,,,
897,Project Inform,MANHATTAN,4155580684,8008227422,http://www.projectinform.org,,,,"205 13th Street, Suite 2001",San Francisco,,Health,,,,,,,,,,,,,,,,,,,,,,
923,American-Italian Cancer Foundation's Mobile Mammography Program,MANHATTAN,,2126289090,http://www.americanitaliancancer.org,40.770141,-73.96367,128,"112 E. 71st Street, Suite 2B",New York,10021,Health,,,,,,,,,,,,,,,,,,,,,,
957,APICHA - Asian & Pacific Islander Coalition on HIV/AIDS,MANHATTAN,2123347956,2123347940,http://www.apicha.org,40.718702,-74.002464,31,400 Broadway,New York,10013,Health,,,,,,,,,,,,,,,,,,,,,,
962,Community Healthcare Network,MANHATTAN,,2125452400,http://www.chnnyc.org,40.744096,-73.985619,74,79 Madison Ave,New York,10016,Health,,,,,,,,,,,,,,,,,,,,,,
