Protest,Region,Country,Location,Start_day,Start_month,Start_year,End_day,End_month,End_year,Protester_violence,Protester_identity,Protester_demand,State_response_level,State_response,,Participants_estimate,Participants_low,Participants_high,Participants_average
1434,Europe,Romania,Piata_Victoriei _Bucharest,2,2,2017,2,2,2017,0,anti corruption protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1438,Europe,Romania,Piata_Victoriei _Bucharest,8,2,2017,8,2,2017,0,anti corruption protesters,"political behavior, process",1,accomodate,,5000-10000,5000,10000,7500
1439,Europe,Romania,Piata_Victoriei _Bucharest,9,2,2017,9,2,2017,0,anti corruption protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1440,Europe,Romania,Piata_Victoriei _Bucharest,15,2,2017,15,2,2017,0,anti corruption protesters,"political behavior, process",1,accomodate,,5000-10000,5000,10000,7500
1437,Europe,Romania,Piata_Victoriei _Bucharest,7,2,2017,7,2,2017,0,anti corruption protesters,"political behavior, process",1,accomodate,,50-99,50,99,75
325,Europe,France,Pierrefeu_du_Var,25,10,2016,25,10,2016,0,anti migrant group,"political behavior, process",2,ignore,,50-99,50,99,75
326,Europe,France,Pierrefeu_du_Var,25,10,2016,25,10,2016,0,pro migrant group,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
70,Europe,Belarus,Pinsk,15,3,2017,15,3,2017,0,protesters,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
846,Europe,Greece,Piraeus,2,2,2009,3,2,2009,1,farmers,labor wage dispute,3,crowd_dispersal,,100-999,100,999,550
1311,Europe,Montenegro,Podgorica,21,1,2012,21,2,2012,0,unions campaigning groups and student organizations,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1312,Europe,Montenegro,Podgorica,18,3,2012,18,3,2012,0,unions campaigning groups and student organizations,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1313,Europe,Montenegro,Podgorica,16,2,2019,16,2,2019,0,protesters,removal of politician,2,ignore,,5000-10000,5000,10000,7500
1314,Europe,Montenegro,Podgorica,25,3,2009,25,3,2009,0,workers,labor wage dispute,2,ignore,,5000-10000,5000,10000,7500
1315,Europe,Montenegro,Podgorica,18,10,2015,18,10,2015,0,protesters,removal of politician,5,beatings,,5000-10000,5000,10000,7500
1317,Europe,Montenegro,Podgorica,23,1,2014,23,1,2014,0,journalists,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1318,Europe,Montenegro,Podgorica,15,2,2014,15,2,2014,1,protesters,labor wage dispute,3,crowd_dispersal,,5000-10000,5000,10000,7500
1319,Europe,Montenegro,Podgorica,2,11,2014,2,11,2014,0,gay rights activists,social restrictions,2,ignore,,5000-10000,5000,10000,7500
1320,Europe,Montenegro,Podgorica,9,5,2018,9,5,2018,0,activists,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1316,Europe,Montenegro,Podgorica,28,4,2017,28,4,2017,0,pro Russian opposition,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
299,Europe,France,Pointe,18,2,2009,18,2,2009,1,unspecified,labor wage dispute,3,crowd_dispersal,,50-99,50,99,75
381,Europe,France,Poitiers,10,10,2009,11,10,2009,1,anarchists,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1737,Europe,Ukraine,Poltava,24,1,2014,25,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1746,Europe,Ukraine,Poltava,19,2,2014,19,2,2014,0,anti government protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1156,Europe,Italy,Pompeii_to_Terzigno,26,10,2010,26,10,2010,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1985,Europe,United Kingdom,Port_Seton,3,9,2014,3,9,2014,0,Coastal Regeneration Alliance  CRA ,"political behavior, process",2,ignore,,50-99,50,99,75
1371,Europe,Portugal,Porto,21,9,2018,27,9,2018,0,Protests against Uber style competition,"political behavior, process",1,accomodate,,50-99,50,99,75
1365,Europe,Portugal,Porto,22,9,2018,22,9,2018,0,Protests against soaring short term tourist rentals and rising rents,"political behavior, process",2,ignore,,50-99,50,99,75
1332,Europe,Poland,Postolowo,4,6,2017,10,6,2017,0,environmentalists,land farm issue,2,ignore,,50-99,50,99,75
264,Europe,Czech Republic,Prague,1,7,2015,1,7,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
267,Europe,Czech Republic,Prague,1,7,2018,1,7,2018,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
268,Europe,Czech Republic,Prague,4,1,2015,4,1,2015,0,Petr Placak  historian ,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
269,Europe,Czech Republic,Prague,15,7,2015,15,7,2015,0,taxi drivers,labor wage dispute,1,accomodate,,2000-4999,2000,4999,3500
270,Europe,Czech Republic,Prague,27,7,2015,27,7,2015,0,union miners,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
271,Europe,Czech Republic,Prague,28,9,2015,28,9,2015,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
273,Europe,Czech Republic,Prague,15,12,2017,16,12,2017,0,anti populists,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
274,Europe,Czech Republic,Prague,11,7,2018,11,7,2018,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
275,Europe,Czech Republic,Prague,21,8,2018,21,8,2018,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
265,Europe,Czech Republic,Prague,17,11,2014,17,11,2014,1,protesters,removal of politician,3,crowd_dispersal,,2000-4999,2000,4999,3500
263,Europe,Czech Republic,Prague,28,10,2015,28,10,2015,0,Bloc against Islam and the parliamentary Dawn National Democracy,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
276,Europe,Czech Republic,Prague,21,9,2010,21,9,2010,0,public sector workers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
277,Europe,Czech Republic,Prague,21,4,2012,22,4,2012,0,"students, workers and senior citizens","price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
266,Europe,Czech Republic,Prague,14,3,2018,14,3,2018,0,students,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
278,Europe,Czech Republic,Prague,5,3,2018,5,3,2018,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1475,Europe,Russia,Priargunsk,15,1,2016,23,1,2016,0,teachers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1530,Europe,Russia,Primorye,15,1,2016,23,1,2016,0,workers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1197,Europe,Kosovo,Prisina,22,10,2015,22,10,2015,1,protesters,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
1183,Europe,Kosovo,Pristina,18,6,2010,18,6,2010,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1184,Europe,Kosovo,Pristina,17,2,2016,19,2,2016,1,opposition supporters,removal of politician,3,crowd_dispersal,,1000-1999,1000,1999,1500
1185,Europe,Kosovo,Pristina,29,9,2018,29,9,2018,0,opposition; Self Determination Party,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1191,Europe,Kosovo,Pristina,13,10,2015,13,10,2015,1,protesters,"political behavior, process",3,crowd_dispersal,,1000-1999,1000,1999,1500
1192,Europe,Kosovo,Pristina,17,11,2015,17,11,2015,1,protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1193,Europe,Kosovo,Pristina,22,6,2011,22,6,2011,0,ethnic albanians,"political behavior, process",1,accomodate,,100-999,100,999,550
1194,Europe,Kosovo,Pristina,27,1,2015,27,1,2015,1,protesters,removal of politician,3,crowd_dispersal,,100-999,100,999,550
1198,Europe,Kosovo,Pristina,18,11,2015,18,11,2015,1,protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1199,Europe,Kosovo,Pristina,10,10,2017,10,10,2017,0,gays,social restrictions,2,ignore,,100-999,100,999,550
1200,Europe,Kosovo,Pristina,9,1,2016,9,1,2016,1,opposition supporters,removal of politician,3,crowd_dispersal,,100-999,100,999,550
169,Europe,Cyprus,Protaras,31,5,2011,31,5,2011,0,"taxi drivers, taxi drivers  union",labor wage dispute,2,ignore,,100-999,100,999,550
1163,Europe,Italy,Puglia,28,3,2017,28,3,2017,1,residents,land farm issue,3,crowd_dispersal,,100-999,100,999,550
1418,Europe,Romania,Pungesti,17,10,2013,17,10,2013,0,local residents,"political behavior, process",2,ignore,,100-999,100,999,550
1969,Europe,United Kingdom,Renfrew,24,8,2012,24,8,2012,0,Anti LGBT demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
377,Europe,France,Rennes,9,7,2015,29,4,2016,1,demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
1201,Europe,Latvia,Riga,13,1,2009,13,1,2009,1,unspecified,"political behavior, process",4,arrests,,100-999,100,999,550
1202,Europe,Latvia,Riga,10,6,2011,10,6,2011,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1203,Europe,Latvia,Riga,16,11,2017,16,11,2017,0,Russian Union of Latvia,social restrictions,2,ignore,,>10000,10000,10000,10000
1204,Europe,Latvia,Riga,14,12,2017,14,12,2017,0,Russian Union of Latvia,social restrictions,2,ignore,,>10000,10000,10000,10000
1205,Europe,Latvia,Riga,9,6,2018,9,6,2018,0,LGBT activists,social restrictions,2,ignore,,>10000,10000,10000,10000
1206,Europe,Latvia,Riga,20,9,2011,20,9,2011,0,students of the Latvian Culture College,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1207,Europe,Latvia,Riga,21,9,2012,21,9,2012,0,employees of the Latvian State Probation Service ,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1208,Europe,Latvia,Riga,17,10,2011,17,10,2011,0,pro Russia Harmony Center,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1209,Europe,Latvia,Riga,10,3,2018,10,3,2018,0,Russian Union of Latvia,social restrictions,2,ignore,,>10000,10000,10000,10000
1210,Europe,Latvia,Riga,30,9,2010,30,9,2010,0,trade unionists,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1211,Europe,Latvia,Riga,24,3,2011,24,3,2011,0,unspecified,"price increases, tax policy",2,ignore,,>10000,10000,10000,10000
1212,Europe,Latvia,Riga,2,6,2011,2,6,2011,0,pro transparency NGO Delna,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1213,Europe,Latvia,Riga,24,2,2018,24,2,2018,0,Russian Union of Latvia,social restrictions,2,ignore,,>10000,10000,10000,10000
1214,Europe,Latvia,Riga,28,2,2011,28,2,2011,0,youths,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1215,Europe,Latvia,Riga,4,5,2011,4,5,2011,0,unspecified,"price increases, tax policy",2,ignore,,>10000,10000,10000,10000
1216,Europe,Latvia,Riga,12,10,2011,12,10,2011,0,farmers,"price increases, tax policy",2,ignore,,>10000,10000,10000,10000
1217,Europe,Latvia,Riga,4,11,2011,4,11,2011,0,students,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1218,Europe,Latvia,Riga,8,12,2011,8,12,2011,0,unspecified,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1219,Europe,Latvia,Riga,13,2,2012,13,2,2012,0,youths,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1220,Europe,Latvia,Riga,14,11,2012,14,11,2012,0,farmers,"price increases, tax policy",2,ignore,,>10000,10000,10000,10000
1221,Europe,Latvia,Riga,23,11,2012,23,11,2012,0,students and lecturers from several Latvian universities,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1222,Europe,Latvia,Riga,8,2,2018,8,2,2018,0,Russian Union of Latvia,social restrictions,2,ignore,,>10000,10000,10000,10000
1738,Europe,Ukraine,Rivne,24,1,2014,24,1,2014,0,anti government protesters,police brutality,3,crowd_dispersal,,>10000,10000,10000,10000
1118,Europe,Italy,Rome,30,1,2016,30,1,2016,0,anti gay rights activists,social restrictions,2,ignore,,>10000,10000,10000,10000
1181,Europe,Italy,Rome,27,11,2016,27,11,2016,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1119,Europe,Italy,Rome,26,8,2017,27,8,2017,0,protesters,land farm issue,3,crowd_dispersal,,>10000,10000,10000,10000
1120,Europe,Italy,Rome,27,10,2018,27,10,2018,0,residents,land farm issue,2,ignore,,>10000,10000,10000,10000
1127,Europe,Italy,Rome,14,9,2011,14,9,2011,1,protesters,"political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
1130,Europe,Italy,Rome,10,7,2013,10,7,2013,0,Senators & MPs from Five Star Movement,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1131,Europe,Italy,Rome,4,8,2013,4,8,2013,0,supporters of Berlusconi,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1133,Europe,Italy,Rome,3,10,2014,3,10,2014,0,opera orchestra musicians and chorus singers,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1134,Europe,Italy,Rome,24,2,2016,24,2,2016,0,gay rights activists,social restrictions,2,ignore,,>10000,10000,10000,10000
1137,Europe,Italy,Rome,1,5,2017,1,5,2017,0,No Vax activists,social restrictions,2,ignore,,>10000,10000,10000,10000
1138,Europe,Italy,Rome,29,6,2017,29,6,2017,0,Clash City Workers,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1146,Europe,Italy,Rome,13,4,2012,13,4,2012,0,union members,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1151,Europe,Italy,Rome,24,2,2018,24,2,2018,0,Anti Fascists,social restrictions,2,ignore,,>10000,10000,10000,10000
1152,Europe,Italy,Rome,19,1,2019,19,1,2019,0,women,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1153,Europe,Italy,Rome,4,6,2009,4,6,2009,0, liberal Radical party politicians,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1158,Europe,Italy,Rome,21,4,2013,21,4,2013,0,"Grillo s supporters, Five Star Movement","political behavior, process",2,ignore,,>10000,10000,10000,10000
1159,Europe,Italy,Rome,19,10,2014,19,10,2014,0,scooteristi,"political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
1162,Europe,Italy,Rome,24,3,2017,6,4,2017,0,residents,land farm issue,1,accomodate,,>10000,10000,10000,10000
1166,Europe,Italy,Rome,29,12,2018,29,12,2018,0,activists,land farm issue,2,ignore,,>10000,10000,10000,10000
1167,Europe,Italy,Rome,3,10,2009,3,10,2009,0,"Italians, Italian Press Federation","political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
1168,Europe,Italy,Rome,5,12,2009,5,12,2009,0,Italians,removal of politician,3,crowd_dispersal,,>10000,10000,10000,10000
1169,Europe,Italy,Rome,27,2,2010,27,2,2010,0,Il Popolo Viola  Purple People ,removal of politician,2,ignore,,>10000,10000,10000,10000
1170,Europe,Italy,Rome,14,12,2010,14,12,2010,1,"protesters,  black bloc , students","political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
1175,Europe,Italy,Rome,15,10,2011,15,10,2011,1,"Italians, youth","political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1176,Europe,Italy,Rome,16,6,2012,16,6,2012,0,three largest labor unions,"price increases, tax policy",2,ignore,,50-99,50,99,75
1179,Europe,Italy,Rome,25,10,2014,25,10,2014,0,Italian General Confederation of Labor,labor wage dispute,2,ignore,,50-99,50,99,75
1171,Europe,Italy,Rome,22,12,2010,22,12,2010,1,students,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
942,Europe,Hungary,Roszke,15,9,2015,15,9,2015,0,refugees,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
943,Europe,Hungary,Roszke,16,9,2015,16,9,2015,1,migrants,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
1321,Europe,Netherlands,Rotterdam,12,3,2017,12,3,2017,0,Turks,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
328,Europe,France,SAINT_BAUZILLE_DE_PUTOIS,27,10,2016,27,10,2016,0,locals,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
765,Europe,Greece,Salonika,2,5,2010,2,5,2010,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
906,Europe,Greece,Salonika,9,9,2012,9,9,2012,0,trade unionists and leftists,"political behavior, process",2,ignore,,100-999,100,999,550
1135,Europe,Italy,San_Vitaliano,1,3,2016,1,3,2016,0,pizzeria owners,"price increases, tax policy",2,ignore,,100-999,100,999,550
105,Europe,Bosnia,Sarajevo,11,6,2013,11,6,2013,0,Bosnians,"political behavior, process",2,ignore,,100-999,100,999,550
110,Europe,Bosnia,Sarajevo,6,6,2013,7,6,2013,1,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
111,Europe,Bosnia,Sarajevo,1,7,2013,1,7,2013,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
114,Europe,Bosnia,Sarajevo,11,2,2014,11,2,2014,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
115,Europe,Bosnia,Sarajevo,30,7,2015,30,7,2015,0,workers,labor wage dispute,2,ignore,,5000-10000,5000,10000,7500
119,Europe,Bosnia,Sarajevo,3,1,2009,3,1,2009,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
120,Europe,Bosnia,Sarajevo,8,2,2014,8,2,2014,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
122,Europe,Bosnia,Sarajevo,4,5,2018,4,5,2018,0,veterans,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
124,Europe,Bosnia,Sarajevo,5,9,2018,5,9,2018,0,veterans,"political behavior, process",3,crowd_dispersal,,5000-10000,5000,10000,7500
121,Europe,Bosnia,Sarajevo,9,2,2014,9,2,2014,1,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
106,Europe,Bosnia,Sarajevo,15,5,2018,15,5,2018,0,activists; Justice for David,police brutality,2,ignore,,5000-10000,5000,10000,7500
1978,Europe,United Kingdom,Scotland,16,4,2013,16,4,2013,0,activists,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
397,Europe,France,Seine,1,7,2015,1,7,2015,1,farmers,labor wage dispute,2,ignore,,50-99,50,99,75
1366,Europe,Portugal,Seixal,25,1,2019,25,1,2019,0,An anti racism group and local people protesting police officers that are accused of needlessly and excessively beating a group of black people,police brutality,2,ignore,,50-99,50,99,75
1189,Europe,Kosovo,Serbia,16,9,2011,22,10,2011,0,Serbs,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1812,Europe,Ukraine,Sevastapol,9,3,2014,9,3,2014,1,pro Ukraine protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1813,Europe,Ukraine,Sevastapol,9,3,2014,9,3,2014,1,pro Russia protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1139,Europe,Italy,Sicily,15,7,2017,22,7,2017,0,Five Star Movement,land farm issue,2,ignore,,50-99,50,99,75
1727,Europe,Ukraine,Simferopol,26,2,2014,26,2,2014,1,"Tatars, The Mejlis  Tatar council ","political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1754,Europe,Ukraine,Simferopol,8,3,2014,8,3,2014,0,pro Ukrainian demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
1782,Europe,Ukraine,Simferopol,26,2,2014,26,2,2014,1,pro Russia demonstrators,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1783,Europe,Ukraine,Simferopol,27,2,2014,27,2,2014,0,"pro Russian demonstrators, ethnic Russians","political behavior, process",2,ignore,,50-99,50,99,75
1806,Europe,Ukraine,Simferopol,27,2,2014,27,2,2014,1,armed gunmen,"political behavior, process",2,ignore,,50-99,50,99,75
1809,Europe,Ukraine,Simferopol,9,3,2014,9,3,2014,0,pro Russian protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1810,Europe,Ukraine,Simferopol,9,3,2014,9,3,2014,0,pro Ukrainian Russians and Tatars,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1059,Europe,Ireland,Skopje,11,7,2014,11,7,2014,0,ethnic Albanians,"political behavior, process",2,ignore,,50-99,50,99,75
1232,Europe,Macedonia,Skopje,1,3,2017,5,3,2017,0,nationalists,"political behavior, process",2,ignore,,50-99,50,99,75
1233,Europe,Macedonia,Skopje,8,7,2018,8,7,2018,0,opposition,"political behavior, process",2,ignore,,50-99,50,99,75
1234,Europe,Macedonia,Skopje,28,11,2018,28,11,2018,0,opposition,"political behavior, process",2,ignore,,50-99,50,99,75
1235,Europe,Macedonia,Skopje,24,12,2012,24,12,2012,1,protesters,"political behavior, process",4,arrests,,50-99,50,99,75
1236,Europe,Macedonia,Skopje,4,8,2013,4,8,2013,0,protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1237,Europe,Macedonia,Skopje,10,5,2010,10,5,2010,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1238,Europe,Macedonia,Skopje,10,5,2010,10,5,2010,0,ethnic Albanians,social restrictions,2,ignore,,50-99,50,99,75
1239,Europe,Macedonia,Skopje,25,11,2010,25,11,2010,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1240,Europe,Macedonia,Skopje,10,6,2011,10,6,2011,0,protesters,police brutality,2,ignore,,50-99,50,99,75
1241,Europe,Macedonia,Skopje,10,11,2011,10,11,2011,0,Green Coalition,"political behavior, process",2,ignore,,50-99,50,99,75
1242,Europe,Macedonia,Skopje,17,3,2012,17,3,2012,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1243,Europe,Macedonia,Skopje,4,5,2012,4,5,2012,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1244,Europe,Macedonia,Skopje,11,1,2013,11,1,2013,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1245,Europe,Macedonia,Skopje,4,7,2014,4,7,2014,1,ethnic albanians,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1246,Europe,Macedonia,Skopje,4,5,2015,4,5,2015,1,protesters,removal of politician,3,crowd_dispersal,,50-99,50,99,75
1247,Europe,Macedonia,Skopje,27,4,2017,28,4,2017,1,protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1248,Europe,Macedonia,Skopje,23,6,2018,23,6,2018,0,Youth for Macedonia,"political behavior, process",2,ignore,,50-99,50,99,75
1249,Europe,Macedonia,Skopje,13,6,2018,13,6,2018,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1250,Europe,Macedonia,Skopje,5,1,2011,5,1,2011,0,tobacco farmers,"price increases, tax policy",2,ignore,,50-99,50,99,75
1251,Europe,Macedonia,Skopje,4,7,2011,4,7,2011,0,journalists,"political behavior, process",2,ignore,,50-99,50,99,75
1252,Europe,Macedonia,Skopje,14,4,2012,14,4,2012,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1253,Europe,Macedonia,Skopje,16,4,2012,16,4,2012,1,protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1254,Europe,Macedonia,Skopje,13,5,2012,13,5,2012,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1255,Europe,Macedonia,Skopje,1,3,2013,1,3,2013,1,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1256,Europe,Macedonia,Skopje,2,3,2013,2,3,2013,1,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1257,Europe,Macedonia,Skopje,25,7,2013,25,7,2013,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1258,Europe,Macedonia,Skopje,23,10,2013,23,10,2013,1,protesters,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
1259,Europe,Macedonia,Skopje,17,12,2013,17,12,2013,0,prostitutes,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1260,Europe,Macedonia,Skopje,8,4,2017,8,4,2017,0,Anima mundi,social restrictions,2,ignore,,2000-4999,2000,4999,3500
1261,Europe,Macedonia,Skopje,1,5,2018,1,5,2018,0,workers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1262,Europe,Macedonia,Skopje,16,5,2015,17,5,2015,0,protesters,removal of politician,2,ignore,,2000-4999,2000,4999,3500
1263,Europe,Macedonia,Skopje,1,1,2016,15,1,2016,0,opposition supporters,removal of politician,1,accomodate,,2000-4999,2000,4999,3500
1265,Europe,Macedonia,Skopje,2,6,2018,2,6,2018,0,opposition,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1230,Europe,Macedonia,Skopje,11,5,2012,11,5,2012,1,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1231,Europe,Macedonia,Skopje,12,4,2016,21,4,2016,1,Protestiram movement,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
1264,Europe,Macedonia,Skopje,21,3,2017,21,3,2017,0,nationalists,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1007,Europe,Ireland,Sligo,12,11,2016,12,11,2016,0,protesters,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
1067,Europe,Ireland,Sligo,15,11,2014,15,11,2014,1,anti water charges protesters,"price increases, tax policy",3,crowd_dispersal,,2000-4999,2000,4999,3500
1816,Europe,Ukraine,Slovyansk,22,4,2014,22,4,2014,0,residents,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1822,Europe,Ukraine,Slovyansk,20,5,2014,20,5,2014,1,residents,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
126,Europe,Bulgaria,Sofia,15,3,2009,15,3,2009,0,police officers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
128,Europe,Bulgaria,Sofia,11,12,2014,11,12,2014,0,Confederation of Independent Trade Unions in Bulgaria  CITUB ,labor wage dispute,1,accomodate,,2000-4999,2000,4999,3500
130,Europe,Bulgaria,Sofia,21,1,2009,21,1,2009,0,"students, teachers, doctors and public servants","political behavior, process",2,ignore,,2000-4999,2000,4999,3500
132,Europe,Bulgaria,Sofia,11,4,2012,11,4,2012,1,students from Bulgaria s National Sports Academy  NSA ,land farm issue,2,ignore,,2000-4999,2000,4999,3500
133,Europe,Bulgaria,Sofia,11,1,2018,11,1,2018,0,police officers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
134,Europe,Bulgaria,Sofia,14,1,2009,15,1,2009,1,"Bulgarians, protesters, farmers, students, environmentalist activists","political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
136,Europe,Bulgaria,Sofia,30,6,2012,30,6,2012,0,gay rights activists,social restrictions,2,ignore,,2000-4999,2000,4999,3500
138,Europe,Bulgaria,Sofia,23,10,2013,15,11,2013,0,university students,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
139,Europe,Bulgaria,Sofia,21,11,2013,21,11,2013,0,"Bulgarians, students","political behavior, process",2,ignore,,2000-4999,2000,4999,3500
140,Europe,Bulgaria,Sofia,11,1,2018,11,1,2018,0,environmentalists,land farm issue,2,ignore,,2000-4999,2000,4999,3500
141,Europe,Bulgaria,Sofia,29,11,2018,29,11,2018,0,coal miners,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
142,Europe,Bulgaria,Sofia,18,6,2011,18,6,2011,0,gay pride activists,social restrictions,2,ignore,,1000-1999,1000,1999,1500
143,Europe,Bulgaria,Sofia,18,4,2012,18,4,2012,0,students and teachers from Bulgaria s National Sports Academy  NSA ,land farm issue,2,ignore,,100-999,100,999,550
144,Europe,Bulgaria,Sofia,25,9,2013,25,9,2013,0,Bulgarian Post employees,labor wage dispute,1,accomodate,,100-999,100,999,550
145,Europe,Bulgaria,Sofia,26,2,2011,26,2,2011,1,"CSKA fans, soccer hooligans",police brutality,3,crowd_dispersal,,100-999,100,999,550
146,Europe,Bulgaria,Sofia,29,8,2014,29,8,2014,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
