Region,Country,Location,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Participants,Participants-estimated,Protester Identity,Protester Demand,State Response 1,State Response 2,Participants,,
Europe,Slovak Republic,Bratislava; national,16,3,2018,16,3,2018,0,>10000,,For a Decent Slovakia,"political behavior, process",accomodation,,>10000,,
Europe,Slovak Republic,Bratislava,23,3,2018,23,3,2018,0,>10000,,For a Decent Slovakia,"political behavior, process",ignore,,>10000,,
Europe,Slovak Republic,Bratislava,13,4,2018,13,4,2018,0,5000-10000,,activists,police brutality,ignore,,5000-10000,,
Europe,Slovak Republic,Bratislava,15,4,2018,15,4,2018,0,>10000,,protesters,removal of politician,ignore,,>10000,,
Europe,Slovak Republic,Bratislava,27,4,2018,27,4,2018,0,5000-10000,,activists,police brutality,ignore,,5000-10000,,
Europe,Slovak Republic,Bratislava,11,5,2018,11,5,2018,0,5000-10000,,activists,police brutality,ignore,,5000-10000,,
Europe,Slovak Republic,Bratislava,25,5,2018,25,5,2018,0,5000-10000,,activists,police brutality,ignore,,5000-10000,,
Europe,Slovak Republic,Bratislava,19,6,2018,19,6,2018,0,100-999,,farmers,land farm issue,ignore,,100-999,,
Europe,Slovak Republic,Bratislava,22,6,2018,22,6,2018,0,5000-10000,,farmers; activists,police brutality,ignore,,5000-10000,,
Europe,Slovak Republic,Bratislava,16,11,2018,16,11,2018,0,>10000,,activists,police brutality,ignore,,>10000,,
Europe,Slovak Republic,Bratislava,3,12,2018,3,12,2018,0,100-999,,activists,police brutality,accomodation,,100-999,,
Europe,Slovak Republic,Bratislava,19,2,2019,19,2,2019,0,100-999,,farmers,land farm issue,ignore,,100-999,,
Europe,Slovak Republic,Bratislava; national,21,2,2019,21,2,2019,0,>10000,,activists,"political behavior, process",ignore,,>10000,,
Europe,Slovenia,Ljubljana,28,11,2009,28,11,2009,0,>10000,,protesters,labor wage dispute,ignore,,>10000,,
Europe,Slovenia,Ljubljana,30,11,2012,30,11,2012,1,5000-10000,,protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Slovenia,Maribor,3,12,2012,3,12,2012,1,,,protesters,"political behavior, process",crowd dispersal,arrests,,,
Europe,Slovenia,Maribor,7,1,2013,7,1,2013,0,100-999,,protesters,removal of politician,ignore,,100-999,,
Europe,Slovenia,Ljubljana,11,1,2013,11,1,2013,0,5000-10000,,protesters,removal of politician,ignore,,5000-10000,,
Europe,Slovenia,National,23,1,2013,23,1,2013,0,2000-4999,,protesters,labor wage dispute,ignore,,2000-4999,,
Europe,Slovenia,Ljubljana,8,2,2013,8,2,2013,0,>10000,,protesters,removal of politician,ignore,,>10000,,
Europe,Slovenia,Ljubljana,9,3,2013,9,3,2013,0,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Slovenia,Ljubljana,27,4,2013,27,4,2013,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Slovenia,Brezice,21,10,2015,21,10,2015,0,50-99,,migrants,"political behavior, process",ignore,,50-99,,
Europe,Slovenia,Ljubljana,14,3,2018,14,3,2018,0,50-99,,teachers,labor wage dispute,ignore,,50-99,,
Europe,Spain,national,19,2,2009,19,2,2009,0,1000-1999,,judges,labor wage dispute,ignore,,1000-1999,,
Europe,Spain,Madrid,29,3,2009,29,3,2009,0,>10000,,unspecified,"political behavior, process",ignore,,>10000,,
Europe,Spain,"Madrid, M  laga, and Barcelona",1,5,2009,1,5,2009,0,>10000,,labor unions,"political behavior, process",ignore,,>10000,,
Europe,Spain,Almer ?a city,11,1,2010,11,1,2010,0,100-999,,homeowners from the region,land farm issue,ignore,,100-999,,
Europe,Spain,Barcelona,8,6,2010,8,6,2010,0,50-99,,the Uni ?n General de Trabajadores and the Confederaci ?n Sindical de Comisiones Obreras,"political behavior, process",ignore,,50-99,,
Europe,Spain,Madrid,29,9,2010,29,9,2010,0,50-99,,labor unions,"political behavior, process",ignore,,50-99,,
Europe,Spain,national,15,5,2011,10,6,2011,0,>10000,,young Spaniards,"political behavior, process",ignore,,>10000,,
Europe,Spain,"Madrid, Barcelona, Valencia, Seville",19,6,2011,19,6,2011,0,2000-4999,,unspecified,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Madrid,17,8,2011,17,8,2011,1,5000-10000,,unspecified,"political behavior, process",arrests,,5000-10000,,
Europe,Spain,Madrid,30,1,2012,30,1,2012,0,2000-4999,,unspecified,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,national,19,2,2012,19,2,2012,0,>10000,,trade unions,labor wage dispute,ignore,,>10000,,
Europe,Spain,Valencia,20,2,2012,22,2,2012,0,100-999,,students,"political behavior, process",crowd dispersal,arrests,100-999,,
Europe,Spain,national,11,3,2012,11,3,2012,0,>10000,,labor unions,labor wage dispute,ignore,,>10000,,
Europe,Spain,national,29,3,2012,29,3,2012,1,>10000,,labor unions,labor wage dispute,arrests,,>10000,,
Europe,Spain,national,29,4,2012,29,4,2012,0,>10000,,labor unions,"political behavior, process",ignore,,>10000,,
Europe,Spain,national,1,5,2012,1,5,2012,0,>10000,,labor unions,"political behavior, process",ignore,,>10000,,
Europe,Spain,national,12,5,2012,12,5,2012,0,>10000,,unspecified,"political behavior, process",ignore,,>10000,,
Europe,Spain,Madrid,22,5,2012,22,5,2012,0,2000-4999,,students,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Madrid,10,7,2012,11,7,2012,1,>10000,,coal miners,"price increases, tax policy",crowd dispersal,arrests,>10000,,
Europe,Spain,national,19,7,2012,19,7,2012,0,>10000,,the General Workers  Union  UGT  and the Workers  Confederation  CCOO ,"price increases, tax policy",ignore,,>10000,,
Europe,Spain,Madrid,27,7,2012,27,7,2012,0,2000-4999,,taxi drivers,labor wage dispute,ignore,,2000-4999,,
Europe,Spain,"Hornachuelos, Andalusia",16,8,2012,22,8,2012,0,100-999,,unemployed farmworkers,"political behavior, process",ignore,,100-999,,
Europe,Spain,Barcelona,11,9,2012,11,9,2012,0,>10000,,Catalonian separatists,"political behavior, process",ignore,,>10000,,
Europe,Spain,Madrid,15,9,2012,15,9,2012,0,>10000,,unspecified,"political behavior, process",ignore,,>10000,,
Europe,Spain,Madrid,25,9,2012,25,9,2012,1,>10000,,unspecified,"political behavior, process",crowd dispersal,,>10000,,
Europe,Spain,Galicia,16,10,2012,16,10,2012,0,100-999,,unspecified,"political behavior, process",ignore,,100-999,,
Europe,Spain,national,14,11,2012,14,11,2012,1,>10000,,labor unions,"political behavior, process",crowd dispersal,,>10000,,
Europe,Spain,Barcelona,13,12,2012,13,12,2012,0,2000-4999,,Catalonian separatists,social restrictions,ignore,,2000-4999,,
Europe,Spain,Madrid,16,12,2012,16,12,2012,0,2000-4999,,public health workers,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Madrid,14,4,2013,14,4,2013,0,2000-4999,,unspecified,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Madrid,25,4,2013,25,4,2013,1,50-99,,anarchists,"political behavior, process",arrests,,50-99,,
Europe,Spain,national,1,5,2013,1,5,2013,0,2000-4999,,labor unions,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Catalonia,12,9,2013,12,9,2013,0,>10000,,Catalonian separatists,"political behavior, process",ignore,,>10000,,
Europe,Spain,national,21,12,2013,21,12,2013,0,2000-4999,,unspecified,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,National,18,1,2014,18,1,2014,0,100-999,,protesters,social restrictions,ignore,,100-999,,
Europe,Spain,Madrid,19,1,2014,19,1,2014,0,2000-4999,,protesters,"price increases, tax policy",ignore,,2000-4999,,
Europe,Spain,Barcelona,26,5,2014,29,5,2014,1,100-999,,protesters,"political behavior, process",crowd dispersal,accomodation,100-999,,
Europe,Spain,Barcelona,11,9,2014,11,9,2014,0,>10000,,Catalan separatists,"political behavior, process",ignore,,>10000,,
Europe,Spain,National,21,9,2014,21,9,2014,0,>10000,,pro life campaigners,"political behavior, process",ignore,,>10000,,
Europe,Spain,National,23,9,2014,23,9,2014,0,100-999,,women,removal of politician,ignore,,100-999,,
Europe,Spain,Madrid,7,10,2014,7,10,2014,0,50-99,,animal rights activists,"political behavior, process",ignore,,50-99,,
Europe,Spain,Madrid,8,10,2014,8,10,2014,0,50-99,,health care workers,"political behavior, process",ignore,,50-99,,
Europe,Spain,National,20,12,2014,20,12,2014,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Barcelona,11,9,2015,11,9,2015,0,>10000,,pro independence Catalans,"political behavior, process",ignore,,>10000,,
Europe,Spain,"Palma, Majorca",11,1,2016,11,1,2016,0,50-99,,Civil Union for the Republic,"political behavior, process",ignore,,50-99,,
Europe,Spain,Grenada; Madrid; national,13,2,2016,24,2,2016,0,100-999,,civil rights activists,"political behavior, process",ignore,,100-999,,
Europe,Spain,Valencia,13,3,2016,13,3,2016,0,2000-4999,,Pro bullfighting activists,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Pamplona,11,7,2016,11,7,2016,0,2000-4999,,sexual violence activists,"political behavior, process",accomodation,,2000-4999,,
Europe,Spain,Madrid,10,9,2016,10,9,2016,0,>10000,,Party Against Mistreatment of Animals,"political behavior, process",ignore,,>10000,,
Europe,Spain,Barcelona; Catalonia,11,9,2016,11,9,2016,0,>10000,,pro independence demonstrators,"political behavior, process",ignore,,>10000,,
Europe,Spain,Madrid,29,10,2016,29,10,2016,0,2000-4999,,opposition supporters,removal of politician,ignore,,2000-4999,,
Europe,Spain,Madrid; national,15,12,2016,19,12,2016,0,2000-4999,,workers,labor wage dispute,ignore,,2000-4999,,
Europe,Spain,"Bilbao, Spain",14,1,2017,14,1,2017,0,>10000,,Basques,police brutality,ignore,,>10000,,
Europe,Spain,Barcelona,6,2,2017,6,2,2017,0,>10000,,pro independence demonstrators,"political behavior, process",ignore,,>10000,,
Europe,Spain,"Barcelona, Spain",18,2,2017,18,2,2017,0,>10000,,Casa Nostra Casa Vostra,"political behavior, process",ignore,,>10000,,
Europe,Spain,Madrid,15,6,2017,15,6,2017,0,5000-10000,,human rights activists,"political behavior, process",ignore,,5000-10000,,
Europe,Spain,Madrid,1,7,2017,1,7,2017,0,>10000,,gays,social restrictions,ignore,,>10000,,
Europe,Spain,Barcelona,26,8,2017,26,8,2017,0,>10000,,human rights activists,"political behavior, process",ignore,,>10000,,
Europe,Spain,Barcelona,11,9,2017,11,9,2017,0,>10000,,Catalans,"political behavior, process",ignore,,>10000,,
Europe,Spain,Catalonia; Madrid,20,9,2017,21,9,2017,0,>10000,,Catalans,police brutality,ignore,,>10000,,
Europe,Spain,Barcelona; Catalonia,24,9,2017,24,9,2017,0,5000-10000,,Catalans,"political behavior, process",ignore,,5000-10000,,
Europe,Spain,Barcelona; Catalonia,28,9,2017,28,9,2017,0,5000-10000,,Catalans,"political behavior, process",ignore,,5000-10000,,
Europe,Spain,Barcelona,30,9,2017,30,9,2017,0,1000-1999,,parents,"political behavior, process",ignore,,1000-1999,,
Europe,Spain,Catalonia,30,9,2017,1,10,2017,0,1000-1999,,Catalans,"political behavior, process",crowd dispersal,,1000-1999,,
Europe,Spain,Barcelona,1,10,2017,1,10,2017,1,2000-4999,,Catalans,"political behavior, process",crowd dispersal,beatings,2000-4999,,
Europe,Spain,Barcelona,2,10,2017,3,10,2017,0,>10000,,Catalans,police brutality,ignore,,>10000,,
Europe,Spain,Madrid; Barcelona,7,10,2017,8,10,2017,0,>10000,,Catalans,"political behavior, process",ignore,,>10000,,
Europe,Spain,Barcelona,12,10,2017,12,10,2017,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Spain,Barcelona,17,10,2017,17,10,2017,0,>10000,,Catalans,police brutality,ignore,,>10000,,
Europe,Spain,Barcelona,21,10,2017,21,10,2017,0,>10000,,Catalans,police brutality,ignore,,>10000,,
Europe,Spain,Barcelona,27,10,2017,27,10,2017,0,>10000,,Catalans,"political behavior, process",ignore,,>10000,,
Europe,Spain,Barcelona,29,10,2017,29,10,2017,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Spain,Catalonia,2,11,2017,2,11,2017,0,>10000,,Catalans,police brutality,ignore,,>10000,,
Europe,Spain,Barcelona; Catalonia,8,11,2017,8,11,2017,0,5000-10000,,Catalans,police brutality,ignore,,5000-10000,,
Europe,Spain,Barcelona,11,11,2017,11,11,2017,0,>10000,,Catalans,police brutality,ignore,,>10000,,
Europe,Spain,Catalonia,11,11,2017,11,11,2017,1,100-999,,Catalans,social restrictions,crowd dispersal,,100-999,,
Europe,Spain,ARCHIDONA,1,1,2018,11,1,2018,0,50-99,,activists,"political behavior, process",ignore,,50-99,,
Europe,Spain,Catalonia,30,1,2018,30,1,2018,0,2000-4999,,Catalans,police brutality,ignore,,2000-4999,,
Europe,Spain,Barcelona,25,2,2018,25,2,2018,0,100-999,,Catalans,"political behavior, process",ignore,,100-999,,
Europe,Spain,Barcelona,4,3,2018,4,3,2018,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Spain,national,8,3,2018,8,3,2018,0,>10000,,women,social restrictions,ignore,,>10000,,
Europe,Spain,Madrid,15,3,2018,15,3,2018,1,100-999,,protesters,police brutality,crowd dispersal,arrests,100-999,,
Europe,Spain,Catalonia,25,3,2018,25,3,2018,1,>10000,,Catalans,police brutality,crowd dispersal,shootings,>10000,,
Europe,Spain,Barcelona,15,4,2018,15,4,2018,0,>10000,,National Catalan Assembly; Omnium Cultural,social restrictions,ignore,,>10000,,
Europe,Spain,Pamplona,28,4,2018,28,4,2018,0,>10000,, Cu ntalo,"political behavior, process",ignore,,>10000,,
Europe,Spain,Catalonia; northern Basque region,10,6,2018,10,6,2018,0,>10000,,secessionists; catalans,"political behavior, process",ignore,,>10000,,
Europe,Spain,Pamplona; national,21,6,2018,21,6,2018,0,100-999,, Cu ntalo,"political behavior, process",ignore,,100-999,,
Europe,Spain,Barcelona,29,9,2018,29,9,2018,1,100-999,,secessionists; catalans,"political behavior, process",crowd dispersal,arrests,100-999,,
Europe,Spain,Barcelona; Girona,1,10,2018,1,10,2018,1,>10000,,secessionists; catalans,"political behavior, process",crowd dispersal,arrests,>10000,,
Europe,Spain,Madrid; national,25,11,2018,25,11,2018,0,5000-10000,,women,"political behavior, process",ignore,,5000-10000,,
Europe,Spain,Barcelona,21,12,2018,21,12,2018,1,50-99,,secessionists; catalans,"political behavior, process",crowd dispersal,arrests,50-99,,
Europe,Spain,national,15,1,2019,15,1,2019,0,5000-10000,,women,"political behavior, process",ignore,,5000-10000,,
Europe,Spain,Madrid,23,1,2019,23,1,2019,1,50-99,,taxi drivers,labor wage dispute,crowd dispersal,arrests,50-99,,
Europe,Spain,Madrid,10,2,2019,10,2,2019,0,>10000,,catalans; activists,"political behavior, process",ignore,,>10000,,
Europe,Spain,Madrid,12,2,2019,12,2,2019,0,50-99,,catalans; activists,"political behavior, process",ignore,,50-99,,
Europe,Spain,Catalonia,21,2,2019,21,2,2019,1,5000-10000,,secessionists; catalans,"political behavior, process",crowd dispersal,arrests,5000-10000,,
Europe,Sweden,Stockholm,17,4,2009,17,4,2009,0,50-99,,Pirate Party,"political behavior, process",ignore,,50-99,,
Europe,Sweden,Stockholm,14,6,2010,14,6,2010,0,50-99,,Green Peace,"political behavior, process",arrests,,50-99,,
Europe,Sweden,Stockholm,4,10,2010,4,10,2010,0,2000-4999,,protesters,social restrictions,ignore,,2000-4999,,
Europe,Sweden,Stockholm,19,5,2013,24,5,2013,1,100-999,,inmigrants,police brutality,crowd dispersal,arrests,100-999,,
Europe,Sweden,Borlange,1,5,2016,1,5,2016,0,100-999,,neo Nazis,"political behavior, process",ignore,,100-999,,
Europe,Sweden,Umea; Karlstad; Stockholm; Jonkoping; national,22,10,2016,22,10,2016,0,2000-4999,,Vu star inte ut,"political behavior, process",ignore,,2000-4999,,
Europe,Sweden,Medborgarplatsen,31,8,2017,31,8,2017,0,50-99,,Ung i Sverige,"political behavior, process",ignore,,50-99,,
Europe,Sweden,Gothenburg,30,9,2017,30,9,2017,0,100-999,,neo nazis: Nordic Resistance Movement,social restrictions,arrests,,100-999,,
Europe,Sweden,Stockholm,15,7,2018,15,7,2018,0,100-999,,neo nazis; neo Nazi Nordic Resistance Movement,social restrictions,ignore,,100-999,,
Europe,Sweden,Stockholm,25,8,2018,25,8,2018,0,100-999,,neo nazis; neo Nazi Nordic Resistance Movement,social restrictions,ignore,,100-999,,
Europe,Sweden,national,31,1,2019,31,1,2019,0,2000-4999,,students,"political behavior, process",ignore,,2000-4999,,
Europe,Sweden,national,15,2,2019,15,2,2019,0,2000-4999,,students,"political behavior, process",ignore,,2000-4999,,
Europe,Sweden,national,15,3,2019,15,3,2019,0,2000-4999,,students,"political behavior, process",ignore,,2000-4999,,
Europe,Switzerland,Basel,16,5,2014,16,5,2014,0,50-99,,UNIA trade union federation,labor wage dispute,ignore,,50-99,,
Europe,Switzerland,Switzerland,15,1,2019,15,1,2019,0,5000-10000,,"Youth for Climate, students protesting against climate change","political behavior, process",ignore,,5000-10000,,
Europe,Ukraine,Kiev,26,3,2009,26,3,2009,0,100-999,,Kiev residents,removal of politician,ignore,,100-999,,
Europe,Ukraine,Kiev,3,4,2009,3,4,2009,0,5000-10000,,the pro Russia Party of Regions,"political behavior, process",ignore,,5000-10000,,
Europe,Ukraine,Kiev,8,4,2011,8,4,2011,0,100-999,,Yulia Tymoshenko supporters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Kiev,24,8,2011,24,8,2011,0,2000-4999,,Yulia Tymoshenko supporters,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Kiev,11,10,2011,11,10,2011,1,2000-4999,,Yulia Tymoshenko supporters,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Kiev,29,3,2012,29,3,2012,0,100-999,,unspecified,"political behavior, process",accomodation,,100-999,,
Europe,Ukraine,Kiev,3,7,2012,4,7,2012,1,2000-4999,,unspecified,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Lviv,21,11,2013,21,11,2013,0,5000-10000,,unspecified,"political behavior, process",ignore,,5000-10000,,
Europe,Ukraine,Kiev,21,11,2013,31,12,2013,1,>10000,,Fatherland and Svoboda Parties,"political behavior, process",crowd dispersal,beatings,>10000,,
Europe,Ukraine,Kiev,21,11,2013,8,3,2014,1,>10000,,"protesters, Ukrainian Democratic Alliance for Reform","political behavior, process",crowd dispersal,accomodation,>10000,,
Europe,Ukraine,Kiev,5,1,2014,5,1,2014,0,2000-4999,,anti government protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Kiev,10,1,2014,10,1,2014,1,100-999,,protesters,"political behavior, process",crowd dispersal,beatings,100-999,,
Europe,Ukraine,Kiev,12,1,2014,12,1,2014,0,>10000,,anti government protesters,"political behavior, process",ignore,,>10000,,
Europe,Ukraine,Kiev,17,1,2014,17,1,2014,0,50-99,,women,police brutality,crowd dispersal,,50-99,,
Europe,Ukraine,Kiev,19,1,2014,19,1,2014,0,>10000,,anti government protesters,"political behavior, process",ignore,,>10000,,
Europe,Ukraine,Kiev,19,1,2014,28,1,2014,1,100-999,,"ultra nationalists, Right Sector","price increases, tax policy",crowd dispersal,beatings,100-999,,
Europe,Ukraine,Donetsk,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Ivano Frankivsk,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Khmelnitsky,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Lutsk,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Lviv,24,1,2014,16,2,2014,0,2000-4999,,"anti government protesters, local trade union","political behavior, process",crowd dispersal,accomodation,2000-4999,,
Europe,Ukraine,Poltava,24,1,2014,25,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Rivne,24,1,2014,24,1,2014,0,50-99,,anti government protesters,police brutality,crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Sumy,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Ternopil,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Uzhhorod,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Vinnytsia,24,1,2014,25,1,2014,0,2000-4999,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,2000-4999,,
Europe,Ukraine,Zhytomyr,24,1,2014,24,1,2014,0,50-99,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,50-99,,
Europe,Ukraine,Cherkasy,24,1,2014,24,1,2014,1,2000-4999,,anti government protesters,"political behavior, process",crowd dispersal,shootings,2000-4999,,
Europe,Ukraine,Chernivtsi,24,1,2014,24,1,2014,1,2000-4999,,anti government protesters,"political behavior, process",crowd dispersal,accomodation,2000-4999,,
Europe,Ukraine,Chernihiv,25,1,2014,25,1,2014,0,50-99,,anti government protesters,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Dnipropetrovsk,26,1,2014,26,1,2014,1,1000-1999,,anti government protesters,"political behavior, process",crowd dispersal,arrests,1000-1999,,
Europe,Ukraine,Kiev,26,1,2014,26,1,2014,1,100-999,,anti government protesters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Odessa,26,1,2014,26,1,2014,1,2000-4999,,anti government protesters,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Zaporizhzhya,26,1,2014,26,1,2014,1,5000-10000,,anti government protesters,"political behavior, process",crowd dispersal,arrests,5000-10000,,
Europe,Ukraine,Khmelnitsky,19,2,2014,19,2,2014,0,50-99,,anti government protesters,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Lviv,19,2,2014,19,2,2014,0,50-99,,anti government protesters,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Poltava,19,2,2014,19,2,2014,0,50-99,,anti government protesters,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Uzhgorod,19,2,2014,19,2,2014,0,50-99,,anti government protesters,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Lutsk,19,2,2014,19,2,2014,1,50-99,,anti government protesters,"political behavior, process",crowd dispersal,shootings,50-99,,
Europe,Ukraine,Kharkiv,22,2,2014,23,2,2014,0,50-99,,"nationalists, right wing Pravy Sektor movement","political behavior, process",ignore,,50-99,,
Europe,Ukraine,Donetsk,23,2,2014,23,2,2014,0,100-999,,pro democracry activists,"political behavior, process",crowd dispersal,,100-999,,
Europe,Ukraine,Svestapool,23,2,2014,23,2,2014,0,2000-4999,,pro Russian protesters,"political behavior, process",accomodation,,2000-4999,,
Europe,Ukraine,Donetsk,24,2,2014,24,2,2014,0,100-999,,Eastern Front,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Svestapool,25,2,2014,25,2,2014,0,50-99,,"pro Russian protesters, Russian Block","political behavior, process",ignore,,50-99,,
Europe,Ukraine,Crimea,26,2,2014,26,2,2014,0,2000-4999,,ethnic Russians,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Simferopol,26,2,2014,26,2,2014,1,2000-4999,,pro Russia demonstrators,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Simferopol,26,2,2014,26,2,2014,1,5000-10000,,"Tatars, The Mejlis  Tatar council ","political behavior, process",crowd dispersal,,5000-10000,,
Europe,Ukraine,Simferopol,27,2,2014,27,2,2014,0,2000-4999,,"pro Russian demonstrators, ethnic Russians","political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Simferopol,27,2,2014,27,2,2014,1,100-999,,armed gunmen,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Donetsk,1,3,2014,1,3,2014,0,50-99,,pro Russian demonstrators,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,"eastern Ukrain, Crimea",1,3,2014,1,3,2014,0,>10000,,pro Russian demonstrators,"political behavior, process",ignore,,>10000,,
Europe,Ukraine,Kharkiv,1,3,2014,3,3,2014,1,2000-4999,,pro Russian demonstrators,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Kharkiv,2,3,2014,2,3,2014,0,2000-4999,,pro Western residents,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Donetsk,3,3,2014,3,3,2014,0,100-999,,pro Russian demonstrators,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Donetsk,5,3,2014,6,3,2014,0,2000-4999,,"pro Russian demonstrators, supporters of Gubarev","political behavior, process",crowd dispersal,arrests,2000-4999,,
Europe,Ukraine,Donetsk,5,3,2014,5,3,2014,1,2000-4999,,pro Russian demonstrators,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,Donetsk,5,3,2014,5,3,2014,1,5000-10000,,anti Putin protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Ukraine,Donetsk,8,3,2014,8,3,2014,0,50-99,,pro Russian demonstrators,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Kiev,8,3,2014,8,3,2014,0,50-99,,anti Russian demonstrators,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Simferopol,8,3,2014,8,3,2014,0,50-99,,pro Ukrainian demonstrators,"political behavior, process",ignore,,50-99,,
Europe,Ukraine,Bakhchysaray,9,3,2014,9,3,2014,0,100-999,,Tatars,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Donetsk,9,3,2014,9,3,2014,0,2000-4999,,pro Russian activists,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Luhansk,9,3,2014,9,3,2014,0,5000-10000,,pro Russian activists,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Ukraine,Simferopol,9,3,2014,9,3,2014,0,100-999,,pro Russian protesters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Simferopol,9,3,2014,9,3,2014,0,100-999,,pro Ukrainian Russians and Tatars,"political behavior, process",crowd dispersal,,100-999,,
Europe,Ukraine,Kiev,9,3,2014,9,3,2014,1,100-999,,"anti interim government, self defense activists","political behavior, process",ignore,crowd dispersal,100-999,,
Europe,Ukraine,Sevastapol,9,3,2014,9,3,2014,1,100-999,,pro Ukraine protesters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Sevastapol,9,3,2014,9,3,2014,1,100-999,,pro Russia protesters,"political behavior, process",ignore,,100-999,,
Europe,Ukraine,Donetsk,13,3,2014,13,3,2014,1,50-99,,pro Ukrainian demonstrators,"political behavior, process",crowd dispersal,,50-99,,
Europe,Ukraine,Donetsk,13,3,2014,13,3,2014,1,50-99,,pro Russian demonstrators,"political behavior, process",crowd dispersal,,50-99,,
Europe,Ukraine,Kharkiv,16,3,2014,16,3,2014,1,2000-4999,,pro Russian Ukrainians,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Ukraine,"Odessa, Donetsk, Kharkiv",23,3,2014,23,3,2014,0,2000-4999,,pro Russian demonstrators,"political behavior, process",ignore,,2000-4999,,
Europe,Ukraine,Kiev,28,3,2014,28,3,2014,0,1000-1999,,Right Sector,removal of politician,ignore,,1000-1999,,
Europe,Ukraine,Donetsk,29,3,2014,29,3,2014,0,100-999,,pro Russian demonstrators,social restrictions,crowd dispersal,,100-999,,
Europe,Ukraine,Odessa,30,3,2014,30,3,2014,1,50-99,,pro Russian demonstrators,"political behavior, process",ignore,,50-99,,
